"PA Code",NSC Code,NCES Code,AUN Code,"ULCS Code",SRC School ID,School Name (ULCS),Publication Name,Admission Type,"Year Opened","Grade Level (based on enrollment)",Current Grade Span Served,"Authorized Grade Span at Scale",Phasing-In ,Phasing-Out,Governance,Charter Management Organization,School Reporting Category,Alternate Education Type,Turnaround Model,Turaround Year,CTE Status,Title I Designation,Federal Accountability Designation,City Council District (2000),Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Principal Name,Learning Network,Learning Network 2,Assistant Superintendent,Pre-K On-Site Indicator,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
7511,A10103,4.20001E+11,126512850,3302,W02,HARAMBEE INSTITUTE OF SCIENCE,Harambee Institute of Science and Technology Charter School,CHARTER - LOTTERY,1997,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,FOCUS,4,0,640 N. 66TH ST.,PHILADELPHIA               ,PA,19151,215-472-8770,215-472-9611,SANDRA DUNGEE-GLENN,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7512,393566,4.20002E+11,126512860,3303,W03,WORLD COMMUNICATION CHARTER,World Communications Charter School,CHARTER - LOTTERY,1997,MIDDLEHIGH,12-Jun,12-Jun,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,FOCUS,2,0,512 S. BROAD ST.,PHILADELPHIA               ,PA,19146,215-735-3198,215-735-3824,CHRISTINE ALVAREZ,N/A,,N/A,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7513,393569,4.20002E+11,126512870,3304,W04,YOUTHBUILD PHILA. CHARTER,YouthBuild Philadelphia Charter School,CHARTER - LOTTERY,1997,HIGH,12,12,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,5,0,1231 N. BROAD ST. - 3RD FLR,PHILADELPHIA               ,PA,19122,215-627-8671,215-763-5774,SIMRAN SIDHU,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7575,N/A,4.20005E+11,126513160,3306,W06,CHRISTOPHER COLUMBUS CHARTER,Christopher Columbus Charter School,CHARTER - LOTTERY,1999,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,1,916 CHRISTIAN ST.,PHILADELPHIA               ,PA,19147,215-925-7400,215-925-6851,MS. ROSEMARY DOUGHERTY,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7564,N/A,4.20004E+11,126513100,3307,W07,DE HOSTOS CHARTER SCHOOL,Eugenio Maria De Hostos Charter School,CHARTER - LOTTERY,1998,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,ASPIRA,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,9,0,6301 N. 2ND ST.,PHILADELPHIA               ,PA,19120,215-455-2300,215-455-6312,ALFREDO CALDERON,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7557,N/A,4.20004E+11,126513070,3308,W08,BELMONT ACADEMY CHARTER SCHOOL,Belmont Academy Charter School,CHARTER - LOTTERY,1998,ELEMENTARY,0,0,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,3,0,907 N. 41ST ST.,PHILADELPHIA               ,PA,19104,215-386-5768,215-386-5769,JENNIFER FAUSTMAN,N/A,,N/A,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7542,393348,4.20004E+11,126512980,3309,W09,IMHOTEP CHARTER SCHOOL,Imhotep Institute Charter High School,CHARTER - LOTTERY,1998,HIGH,12-Sep,12-Sep,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,PRIORITY,8,0,6201 N. 21ST STREET,PHILADELPHIA               ,PA,19138,215-438-4140,215-438-4160,JEFFERY WILLIAMS,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7565,N/A,4.20004E+11,126513110,3310,W10,LAB SCH OF COMMUNICAT'N & LANG,Laboratory Charter School of Communication and Languages,CHARTER - LOTTERY,1998,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,REWARD (HIGH ACHIEVEMENT),1,1,800 NORTH ORIANNA STREET,PHILADELPHIA               ,PA,19123,215-574-1680,215-574-0622,JULIE BUNT,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7546,393393,4.20004E+11,126513000,3312,W12,MULTI-CULTURAL ACADEMY,Multi-Cultural Academy Charter School,CHARTER - LOTTERY,1998,HIGH,12-Sep,12-Sep,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,5,0,3821 N. BROAD ST.,PHILADELPHIA               ,PA,19140,215-227-0513,215-227-0415,JAMES HIGGINS,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7540,393449,4.20004E+11,126512960,3313,W13,PREPARATORY CHARTER SCHOOL,"Preparatory Charter School of Mathematics, Science, Technology and Careers",CHARTER - LOTTERY,1998,HIGH,12-Sep,12-Sep,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,2,0,1928 POINT BREEZE AVE.,PHILADELPHIA               ,PA,19145,215-334-6144,215-334-6147,JOHN BADAGLIACCO,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7548,N/A,4.20004E+11,126513020,3314,W14,WEST OAK LANE CHARTER SCHOOL,West Oak Lane Charter School,CHARTER - LOTTERY,1998,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,9,0,7115 STENTON AVE.,PHILADELPHIA               ,PA,19138,215-927-7995,215-927-7980,DR. DEBBERA PEOPLES-LEE,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7543,N/A,4.20004E+11,126512990,3315,W15,ALLIANCE FOR PROGRESS CHARTER,Alliance For Progress Charter School,CHARTER - LOTTERY,1998,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,5,1,1821 N. CECIL B. MOORE AVE.,PHILADELPHIA               ,PA,19121,215-232-4892,215-232-4893,JOANNA HIGHTOWER,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7578,393506,4.20005E+11,126513190,3317,W17,ARCHITECTURE & DESIGN CHARTER,Charter High School for Architecture and Design Charter,CHARTER - LOTTERY,1999,HIGH,12-Sep,12-Sep,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,FOCUS,1,0,105 S. 7TH ST.,PHILADELPHIA               ,PA,19106,215-351-2900,215-351-9458,DR. PETER KOUNTZ,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7586,393313,4.20006E+11,126513270,3318,W18,FREIRE CHARTER SCHOOL,Freire Charter School,CHARTER - LOTTERY,1999,MIDDLEHIGH,12-May,12-May,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,2,1,2027 CHESTNUT ST.,PHILADELPHIA               ,PA,19103,215-557-8555,215-557-9051,DR. KELLY DAVENPORT,N/A,,N/A,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7579,N/A,4.20005E+11,126513200,3320,W20,IMANI EDUCATION CIRCLE,Imani Education Circle Charter School,CHARTER - LOTTERY,1999,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,8,0,5612 GREENE ST.,PHILADELPHIA               ,PA,19144,215-713-9240,215-713-9243,DR. FRANCINE FULTON,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7582,393327,4.20006E+11,126513230,3321,W21,"MATH, CIVICS AND SCIENCES","Math, Civics and Sciences Charter School",CHARTER - LOTTERY,1999,ELEMENTARYMIDDLEHIGH,12-Jan,12-Jan,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,0,447 N. BROAD ST.,PHILADELPHIA               ,PA,19123,215-923-4880,215-923-4859,VERONICA JOYNER,N/A,,N/A,0,0,1,1,1,1,1,1,1,1,1,1,1,1
7587,393452,4.20006E+11,126513280,3322,W22,PHILADELPHIA ACADEMY,Philadelphia Academy Charter School,CHARTER - LOTTERY,1999,ELEMENTARYMIDDLEHIGH,00-12,00-12,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,10,1,11000 ROOSEVELT BLVD.,PHILADELPHIA               ,PA,19116,215-676-8320,215-676-8340,ALLYSSA SCHMIT,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7588,N/A,4.20006E+11,126513290,3323,W23,HARDY WILLIAMS ACADEMY CHARTER,Hardy Williams Academy Mastery Charter School,CHARTER - LOTTERY,1999,ELEMENTARYMIDDLE,00-11,00-11,1,0,CHARTER,MASTERY,K12,N/A,N/A,N/A,N/A,1,PRIORITY,3,1,5400 WARRINGTON ST.,PHILADELPHIA               ,PA,19143,215-724-2343,215-724-2374,SCOTT GORDON,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,1,1,1,0
7580,N/A,4.20006E+11,126513210,3326,W26,UNIVERSAL INSTITUTE,Universal Institute Charter School,NEIGHBORHOOD; LOTTERY,1999,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,UNIVERSAL,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,2,0,801 S. 15TH ST.,PHILADELPHIA               ,PA,19146,215-732-2876,215-732-8066,RAHIM ISLAM,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7574,A10851,4.20005E+11,126513150,3328,W28,"MATH, SCIENCE AND TECHNOLOGY","Mathematics, Science, and Technology Community Charter School (MaST)",CHARTER - LOTTERY,1999,ELEMENTARYMIDDLEHIGH,00-12,00-12,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,10,0,1800 BYBERRY RD.,PHILADELPHIA               ,PA,19116,267-348-1100,267-348-1217,JOHN SWOYER,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7584,N/A,4.20006E+11,126513250,3329,W29,YOUNG SCHOLARS CHARTER SCHOOL,Young Scholars Charter School,CHARTER - LOTTERY,1999,MIDDLE,8-Jun,8-Jun,0,0,CHARTER,SCHOLAR ACADEMIES,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,5,0,900 N. MARSHALL ST.,PHILADELPHIA               ,PA,19123,215-232-9727,215-232-4542,JESSICA RAO,N/A,,N/A,0,0,0,0,0,0,0,1,1,1,0,0,0,0
7666,393312,4.20008E+11,126513450,3331,W31,FRANKLIN TOWNE CHARTER SCHOOL,Franklin Towne Charter High School,CHARTER - LOTTERY,2000,HIGH,12-Sep,12-Sep,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,REWARD (HIGH PROGRESS),6,0,5301 TACONY ST. BOX 310,PHILADELPHIA               ,PA,19137,215-289-5000,215-535-8910,JOSEPH VENDITTI,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7672,393385,4.20008E+11,126513480,3332,W32,MARIANA BRACETTI ACADEMY,Mariana Bracetti Academy Charter School,CHARTER - LOTTERY,2000,MIDDLEHIGH,"00-02, 06-12","00-02, 06-12",1,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,0,1840 TORRESDALE AVE.,PHILADELPHIA               ,PA,19124,215-291-4436,215-291-4985,ANGELA VILLANI,N/A,,N/A,0,1,1,1,0,0,0,1,1,1,1,1,1,1
7665,393413,4.20008E+11,126513440,3333,W33,NUEVA ESPERANZA CHARTER SCHOOL,Nueva Esperanza Academy Charter School,CHARTER - LOTTERY,2000,MIDDLEHIGH,12-Jun,12-Jun,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,7,0,301 W. HUNTING PARK AVE.,PHILADELPHIA               ,PA,19140,215-457-3667,215-457-4381,DAVID ROSSI,N/A,,N/A,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7649,N/A,4.20008E+11,126513420,3334,W34,NEW FOUNDATIONS CHARTER SCHOOL,New Foundations Charter School,CHARTER - LOTTERY,2000,ELEMENTARYMIDDLEHIGH,00-12,00-12,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,REWARD (HIGH PROGRESS),6,1,8001 TORRESDALE AVE.,PHILADELPHIA               ,PA,19136,215-624-8100,215-624-0600,PAUL STADELBERGER,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7685,N/A,4.20009E+11,126510004,3335,W35,PEOPLE FOR PEOPLE,People for People Charter School,CHARTER - LOTTERY,2001,ELEMENTARYMIDDLE,00-08,00-09,1,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,PRIORITY,5,0,800 N. BROAD ST.,PHILADELPHIA               ,PA,19130,215-763-7060,215-763-6210,PRI SEEBADRI,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7647,N/A,4.20007E+11,126513400,3336,W36,PHILA PERFORMING ARTS-BROAD ST,Philadelphia Performing Arts Charter School,CHARTER - LOTTERY,2000,ELEMENTARYMIDDLEHIGH,00-10,00-10,1,0,CHARTER,STRING THEORY,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,2,1,2600 S. BROAD ST.,PHILADELPHIA               ,PA,19145,215-551-4000,215-551-1113,ANGELA PULEIO,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,1,1,0,0
7639,N/A,4.20007E+11,126513380,3337,W37,GLOBAL LEADERSHIP ACADEMY,Global Leadership Academy Charter School,CHARTER - LOTTERY,2000,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,4,0,4601 W. GIRARD AVE.,PHILADELPHIA               ,PA,19131,267-295-5700,215-295-5701,DR. NAOMI JOHNSON-BOOKER,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7581,N/A,4.20007E+11,126513220,3339,W39,WAKISHA CHARTER SCHOOL,Wakisha Charter School,CHARTER - LOTTERY,2000,MIDDLE,8-Jun,8-Jun,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,FOCUS,5,0,900 W. JEFFERSON ST.,PHILADELPHIA               ,PA,19122,267-256-0950,267-256-0953,CRYSTAL NELSON,N/A,,N/A,0,0,0,0,0,0,0,1,1,1,0,0,0,0
7674,393316,4.20008E+11,126513490,3340,W40,WALTER D. PALMER LEADERSHIP,Walter D. Palmer Leadership Learning Partners Charter School,CHARTER - LOTTERY,2001,ELEMENTARYMIDDLEHIGH,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,FOCUS,5,1,910 N. 6TH ST.,PHILADELPHIA               ,PA,19123,215-627-9482,215-627-9375,DAVID WEATHINGTON,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7683,N/A,4.20009E+11,126513510,3341,W41,INDEPENDENCE CHARTER SCHOOL,Independence Charter School,CHARTER - LOTTERY,2001,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,2,0,1600 LOMBARD ST.,PHILADELPHIA               ,PA,19146,215-238-8000,215-545-2924,THOMAS SHEID,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7671,393297,4.20008E+11,126513470,3342,W42,DELAWARE VALLEY CHARTER,Delaware Valley Charter High School,CHARTER - LOTTERY,2001,HIGH,12-Sep,12-Sep,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,PRIORITY,9,0,5201 OLD YORK RD.  SUITE A,PHILADELPHIA               ,PA,19141,215-455-2550,215-455-5701,ERNEST HOLIDAY,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7826,N/A,4.20013E+11,126510017,3350,W50,KHEPERA CHARTER SCHOOL,Khepera Charter School,CHARTER - LOTTERY,2004,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,8,1,926 SEDGLEY AVE.,PHILADELPHIA               ,PA,19119,215-843-1700,215-843-3530,VERNA HOLMES,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7722,N/A,4.20011E+11,126510006,3357,W57,WEST PHILA ACHIEVEMENT,West Philadelphia Achievement Charter School,CHARTER - LOTTERY,2002,ELEMENTARY,00-05,00-05,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,3,0,6701 CALLOWHILL ST.,PHILADELPHIA               ,PA,19151,215-476-6471,215-476-6481,STACY GILL-PHILLIPS,N/A,,N/A,0,1,1,1,1,1,1,0,0,0,0,0,0,0
7737,393447,4.20011E+11,126510009,3358,W58,PHILADELPHIA ELECTRICAL AND,Philadelphia Electrical and Technology Charter School,CHARTER - LOTTERY,2002,HIGH,12-Sep,12-Sep,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,2,0,1420 CHESTNUT ST.,PHILADELPHIA               ,PA,19102,267-514-1823,267-514-1834,ERIN DOUGHERTY,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7684,N/A,4.20009E+11,126510008,3359,W59,RICHARD ALLEN PREP,Richard Allen Preparatory Charter School,CHARTER - LOTTERY,2001,MIDDLE,8-May,9-May,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,FOCUS,2,0,2601 S. 58TH ST.,PHILADELPHIA               ,PA,19143,215-878-1544,215-727-0711,LAWRENCE JONES,N/A,,N/A,0,0,0,0,0,0,1,1,1,1,1,0,0,0
7677,N/A,4.20009E+11,126510001,3360,W60,RUSSELL BYERS CHARTER SCHOOL,Russell Byers Charter School,CHARTER - LOTTERY,2001,ELEMENTARY,00-06,00-07,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,5,0,1911 ARCH ST.,PHILADELPHIA               ,PA,19103,215-972-1700,215-972-1701,CONSTANCE F. HORTON,N/A,,N/A,1,1,1,1,1,1,1,1,0,0,0,0,0,0
7678,393318,4.20008E+11,126510002,3361,W61,MASTERY CHARTER-LENFEST CAMPUS,Mastery Charter School at Lenfest Campus,CHARTER - LOTTERY,2001,MIDDLEHIGH,12-Jul,12-Jul,0,0,CHARTER,MASTERY,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,0,35 S. 4TH ST.,PHILADELPHIA               ,PA,19106,215-922-1902,215-922-1903,SCOTT GORDON,N/A,,N/A,0,0,0,0,0,0,0,0,1,1,1,1,1,1
7724,N/A,4.20011E+11,126510007,3362,W62,WISSAHICKON CHARTER SCHOOL,Wissahickon Charter School,CHARTER - LOTTERY,2002,ELEMENTARYMIDDLE,00-08,00-08,1,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,4,1,4700 WISSAHICKON AVE.,PHILADELPHIA               ,PA,19144,267-338-1020,267-338-1030,KRISTI LITTELL/ KAMAL ELLIOTT,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7744,N/A,4.20009E+11,100510000,3364,W64,FIRST PHILADELPHIA CHARTER,First Philadelphia Preparatory Charter School,CHARTER - LOTTERY,2002,ELEMENTARYMIDDLE,00-10,00-10,1,0,CHARTER,AMERICAN PARADIGM,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,1,4300 TACONY ST.,PHILADELPHIA               ,PA,19124,215-743-3100,215-743-9877,JOSEPHINE ARCARO,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,1,1,0,0
7748,N/A,4.2001E+11,126510005,3365,W65,GREEN WOODS CHARTER SCHOOL,Green Woods Charter School,CHARTER - LOTTERY,2002,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,4,0,468 Domino Lane,PHILADELPHIA               ,PA,19128,215-482-6337,215-482-9135,JEAN WALLACE,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7777,393359,4.20012E+11,126510014,3366,W66,MARITIME ACADEMY CHARTER,Maritime Academy Charter School (MACHS),CHARTER - LOTTERY,2003,MIDDLEHIGH,12-Mar,12-Mar,1,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,6,1,2275 BRIDGE ST.,PHILADELPHIA               ,PA,19137,215-535-4555,215-535-4398,ED POZNEK,N/A,,N/A,0,0,0,0,1,1,1,1,1,1,1,1,1,1
7750,N/A,4.20011E+11,126510010,3368,W68,BELMONT ELEMENTARY CHARTER,Belmont Charter School,CHARTER - LOTTERY,2005,ELEMENTARYMIDDLE,8-Jan,8-Jan,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,3,0,4030 BROWN ST.,PHILADELPHIA               ,PA,19104,215-823-8208,215-823-8209,JENNIFER FAUSTMAN,N/A,,N/A,0,0,1,1,1,1,1,1,1,1,0,0,0,0
7776,N/A,4.20012E+11,126510013,3370,W70,KIPP CHARTER SCHOOL,KIPP Philadelphia Charter School,CHARTER - LOTTERY,2003,ELEMENTARYMIDDLEHIGH,00-12,00-12,0,0,CHARTER,KIPP,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,5,1,2709 N. BROAD ST. 4rth Floor,PHILADELPHIA               ,PA,19132,215-227-1728,215-827-5942,MARC MANNELLA,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7775,N/A,4.20012E+11,126510011,3372,W72,DISCOVERY CHARTER SCHOOL,Discovery Charter School,CHARTER - LOTTERY,2003,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,4,0,4700 PARKSIDE AVE.,PHILADELPHIA               ,PA,19131,215-879-8182,215-879-9510,NINA BREVARD,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7828,N/A,4.20013E+11,126510016,3378,W78,PHILADELPHIA MONTESSORI,Philadelphia Montessori Charter School,CHARTER - LOTTERY,2004,ELEMENTARY,00-06,00-06,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,2,0,2227 ISLAND AVE.,PHILADELPHIA               ,PA,19142,215-365-4011,215-365-4367,CARRIE KRIES,N/A,,N/A,0,1,1,1,1,1,1,1,0,0,0,0,0,0
7825,N/A,4.21899E+11,126510015,3379,W79,AD PRIMA CHARTER SCHOOL,AD Prima Charter School,CHARTER - LOTTERY,2004,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,4,1,1922-24 N. 63RD ST.,PHILADELPHIA               ,PA,19151,267-403-2672,267-292-40583,MEGAN ALLSHOUSE,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7829,392789,4.20013E+11,126510018,3380,W80,NEW MEDIA TECHNOLOGY CHARTER,New Media Technology Charter School,CHARTER - LOTTERY,2004,MIDDLEHIGH,12-Jun,12-May,1,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,FOCUS,9,0,8034 THOURON AVE.,PHILADELPHIA               ,PA,19150,267-286-6900,267-286-6904,REUBEN MILLS,N/A,,N/A,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7909,393304,4.20015E+11,126510022,3383,W83,MASTERY CHARTER-SHOEMAKER,Mastery Charter School at Shoemaker Campus,CHARTER - LOTTERY,2006,MIDDLEHIGH,12-Jul,12-Jul,0,0,CHARTER,MASTERY,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,3,0,5301 MEDIA ST.,PHILADELPHIA               ,PA,19131,267-296-7111,267-296-7112,SCOTT GORDON,N/A,,N/A,0,0,0,0,0,0,0,0,1,1,1,1,1,1
7857,N/A,4.20014E+11,126510021,3384,W84,FOLK ARTS CULTURAL TREASURES,Folks Arts Culture Treasures Charter School,CHARTER - LOTTERY,2005,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,REWARD (HIGH PROGRESS),1,0,1023 CALLOWHILL ST.,PHILADELPHIA               ,PA,19123,215-569-2600,215-569-3985,JANEYA HISLE,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7910,393396,4.20014E+11,126510023,3385,W85,MASTERY CHARTER-THOMAS CAMPUS,Mastery Charter School at Thomas Campus,CHARTER - LOTTERY,2005,ELEMENTARYMIDDLEHIGH,00-12,00-12,0,0,CHARTER,MASTERY,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,2,1,927 JOHNSTON ST.,PHILADELPHIA               ,PA,19148,267-236-0036,267-236-0030,SCOTT GORDON,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7856,N/A,4.20014E+11,126510019,3386,W86,NORTHWOOD CHARTER SCHOOL,Northwood Academy Charter School,CHARTER - LOTTERY,2005,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,REWARD (HIGH PROGRESS),7,0,4621 CASTOR AVE.,PHILADELPHIA               ,PA,19124,215-289-5606,215-289-5464,AMY HOLLISTER,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7981,393378,4.20076E+11,185515523,3388,W88,BOYS LATIN OF PHILA CHARTER,Boys Latin of Philadelphia Charter School,CHARTER - LOTTERY,2007,MIDDLEHIGH,"06-07, 09-12","06-07, 09-12",1,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,FOCUS,3,1,5501 CEDAR AVE.,PHILADELPHIA               ,PA,19143,215-387-5149,215-387-5159,DAVID HARDY,N/A,,N/A,0,0,0,0,0,0,0,1,1,0,1,1,1,1
7979,N/A,4.21899E+11,182514568,3389,W89,KEYSTONE ACADEMY CHARTER,Keystone Academy Charter School,CHARTER - LOTTERY,2007,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,6,0,6660 KEYSTONE ST.,PHILADELPHIA               ,PA,19135,215-332-2111,215-332-2840,CLAUDIA LYLES,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7983,393392,4.20076E+11,171510293,3391,W91,TRUEBRIGHT SCIENCE ACADEMY,Truebright Science Academy Charter School,CHARTER - LOTTERY,2007,MIDDLEHIGH,12-Jul,12-Jul,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,FOCUS,5,0,407 E. ROOSEVELT BLVD.,PHILADELPHIA               ,PA,19120,215-455-3437,215-689-2500,BEKIR DUZ,N/A,,N/A,0,0,0,0,0,0,0,0,1,1,1,1,1,1
